location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Spain,2021-01-26,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210127.ods,1356461,1183395,173066,
Spain,2021-01-27,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods,1395618,1202859,192759,
Spain,2021-01-28,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods,1474189,1222323,251866,
Spain,2021-01-31,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210201.ods,1609261,1251369,357892,
Spain,2021-02-01,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods,1673054,1254535,418519,
Spain,2021-02-02,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods,1764778,1265800,498978,
Spain,2021-02-03,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods,1865342,1279220,586122,
Spain,2021-02-04,"Moderna, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods,1988160,1305251,682909,
Spain,2021-02-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods,2105033,1318626,786407,
Spain,2021-02-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210209.ods,2167241,1328459,838782,
Spain,2021-02-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210210.ods,2233249,1343566,889683,
Spain,2021-02-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210211.ods,2320507,1377229,943278,
Spain,2021-02-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210212.ods,2423045,1422560,1000485,
Spain,2021-02-14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210215.ods,2561608,1491517,1070091,
Spain,2021-02-15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210216.ods,2624512,1527590,1096922,
Spain,2021-02-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210217.ods,2690457,1571277,1119180,
Spain,2021-02-17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210218.ods,2782751,1638195,1144556,
Spain,2021-02-18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods,2936011,1764985,1171026,
Spain,2021-02-21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods,3090351,1893290,1197061,
Spain,2021-02-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210223.ods,3165191,1956886,1208305,
Spain,2021-02-23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods,3284678,2063495,1221183,
Spain,2021-02-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210225.ods,3436158,2204376,1231782,
Spain,2021-02-25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210226.ods,3605635,2361852,1243783,
Spain,2021-02-28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods,3829465,2567617,1261848,
Spain,2021-03-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210302.ods,3908734,2642034,1266700,
Spain,2021-03-02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods,4059320,2772318,1287002,
Spain,2021-03-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods,4229092,2920179,1308913,
Spain,2021-03-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210305.ods,4471577,3129092,1342485,
Spain,2021-03-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods,4712191,3328703,1383488,
Spain,2021-03-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210309.ods,4848648,3436412,1412236,
Spain,2021-03-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210310.ods,4989505,3541667,1447838,
Spain,2021-03-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210311.ods,5172106,3668848,1503258,
Spain,2021-03-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods,5352767,3769523,1583244,
Spain,2021-03-15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5644895,3951221,1693674,
Spain,2021-03-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5742218,4013681,1728537,
Spain,2021-03-17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5857085,4052470,1804615,
Spain,2021-03-18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5993363,4106550,1886813,
Spain,2021-03-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6321908,4211040,2110868,
Spain,2021-03-23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6409196,4252598,2156598,
Spain,2021-03-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6620093,4343860,2276233,
Spain,2021-03-25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6839736,4447534,2392202,
Spain,2021-03-26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,7067371,4561529,2505842,
Spain,2021-03-29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,7571439,4967230,2604209,
Spain,2021-03-30,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,7736611,5092535,2644076,
Spain,2021-03-31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,8035160,5314076,2721084,
Spain,2021-04-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,8342155,5545140,2797015,
Spain,2021-04-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,8548598,5707450,2841148,
Spain,2021-04-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,8743694,5890888,2852806,
Spain,2021-04-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9021001,6118710,2902291,
Spain,2021-04-07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9357847,6416016,2941831,
Spain,2021-04-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9811529,6791079,3020450,
Spain,2021-04-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,10231825,7159716,3072109,
Spain,2021-04-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,10784997,7676560,3108437,
Spain,2021-04-13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,11073657,7937566,3136091,
Spain,2021-04-14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,11436073,8250887,3185186,
Spain,2021-04-15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,11885085,8631548,3253537,
Spain,2021-04-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,12330755,9002054,3328701,
Spain,2021-04-19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,12853599,9441685,3411914,
Spain,2021-04-20,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,13041032,9588913,3452119,
Spain,2021-04-21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,13497809,9886203,3611606,
Spain,2021-04-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,13909964,10141949,3768015,
Spain,2021-04-23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,14266251,10405863,3862789,
Spain,2021-04-25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210426.ods,14715931,10796466,3947465,
Spain,2021-04-26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods,14994667,11013911,4020945,
Spain,2021-04-27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210428.ods,15377862,11261171,4166758,
Spain,2021-04-28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210429.ods,15859772,11520146,4413784,
Spain,2021-04-29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210430.ods,16364595,11763360,4689766,
Spain,2021-05-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods,17178566,12196079,5113598,
Spain,2021-05-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods,17430810,12381213,5202297,
Spain,2021-05-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods,17916566,12686341,5394315,
Spain,2021-05-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods,18489580,12966552,5696827,
Spain,2021-05-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods,19048132,13271511,5956451,
Spain,2021-05-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods,19830624,13797431,6221476,
Spain,2021-05-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210511.ods,20162661,14028954,6327447,
Spain,2021-05-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods,20623815,14318348,6502978,
Spain,2021-05-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210513.ods,21071940,14555552,6716156,
Spain,2021-05-13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods,21683707,14911306,6976683,
Spain,2021-05-16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210517.ods,22313088,15320846,7213716,
Spain,2021-05-17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods,22587343,15495889,7323426,
Spain,2021-05-18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210519.ods,22973955,15741247,7469173,
Spain,2021-05-19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210520.ods,23503085,16049843,7697288,
Spain,2021-05-20,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods,23962365,16347683,7865313,
Spain,2021-05-23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods,24534056,16709939,8130648,
Spain,2021-05-24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210525.ods,24876302,16953205,8250814,
Spain,2021-05-25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods,25280864,17187731,8434233,
Spain,2021-05-26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods,25745178,17487591,8614678,
Spain,2021-05-27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210528.ods,26133689,17707320,8804363,
Spain,2021-05-30,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods,26827637,18032417,9221285,
Spain,2021-05-31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods,27119733,18178604,9405245,
Spain,2021-06-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210602.ods,27607247,18426204,9679187,
Spain,2021-06-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods,28182345,18720164,9979204,
Spain,2021-06-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods,28752570,19038135,10257209,
Spain,2021-06-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210607.ods,30007806,19786574,11002869,
Spain,2021-06-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210608.ods,30472862,20048174,11260175,
Spain,2021-06-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods,31004060,20305788,11552393,
Spain,2021-06-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods,31628321,20628061,11893951,
Spain,2021-06-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210611.ods,32282553,20963619,12250002,
Spain,2021-06-13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods,33242768,21474788,12813055,
Spain,2021-06-14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210615.ods,33632590,21713840,13007371,
Spain,2021-06-15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods,34224523,22048919,13301010,
Spain,2021-06-16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210617.ods,34845346,22365104,13641091,
Spain,2021-06-17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods,35412140,22684911,13939564,
Spain,2021-06-20,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210621.ods,36357745,23200566,14431683,
Spain,2021-06-21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210622.ods,36880086,23443444,14745736,
Spain,2021-06-22,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210623.ods,37560626,23772029,15138439,
